,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl,Player
9,2016-17,29,MIA,NBA,SG,62,13,1500,231,555,0.416,149,394,0.378,82,161,0.509,0.55,37,43,0.86,18,114,132,70,35,4,30,70,648,,,"
Wayne Ellington
"
10,2017-18,30,MIA,NBA,SG,77,2,2041,285,700,0.407,227,579,0.392,58,121,0.479,0.569,67,78,0.859,23,195,218,79,53,8,52,94,864,,,"
Wayne Ellington
"
11,2018-19,31,TOT,NBA,SG,53,38,1297,184,457,0.403,138,372,0.371,46,85,0.541,0.554,39,49,0.796,14,93,107,72,54,6,40,92,545,,,"
Wayne Ellington
"
12,2018-19,31,MIA,NBA,SG,25,12,533,69,184,0.375,57,155,0.368,12,29,0.414,0.53,14,16,0.875,6,41,47,29,24,3,14,40,209,,,"
Wayne Ellington
"
13,2018-19,31,DET,NBA,SG,28,26,764,115,273,0.421,81,217,0.373,34,56,0.607,0.57,25,33,0.758,8,52,60,43,30,3,26,52,336,,,"
Wayne Ellington
"
14,2019-20,32,NYK,NBA,SG,36,1,558,61,174,0.351,50,143,0.35,11,31,0.355,0.494,11,13,0.846,4,61,65,44,13,4,18,41,183,,,"
Wayne Ellington
"
15,2020-21,33,DET,NBA,SG,46,31,1012,149,338,0.441,116,275,0.422,33,63,0.524,0.612,28,35,0.8,12,73,85,67,18,9,33,59,442,,,"
Wayne Ellington
"
16,2021-22,34,LAL,NBA,SG,43,9,810,98,237,0.414,82,211,0.389,16,26,0.615,0.586,9,11,0.818,10,67,77,30,23,5,19,42,287,,,"
Wayne Ellington
"
0,2003-04,19,DEN,NBA,SF,82,82,2995,624,1465,0.426,69,214,0.322,555,1251,0.444,0.449,408,525,0.777,183,315,498,227,97,41,247,225,1725,,0.0,"
Carmelo Anthony
"
1,2004-05,20,DEN,NBA,SF,75,75,2608,530,1230,0.431,42,158,0.266,488,1072,0.455,0.448,456,573,0.796,141,285,426,194,68,30,224,229,1558,,0.0,"
Carmelo Anthony
"
2,2005-06,21,DEN,NBA,SF,80,80,2941,756,1572,0.481,37,152,0.243,719,1420,0.506,0.493,573,709,0.808,122,272,394,216,88,42,218,229,2122,,0.0,"
Carmelo Anthony
"
3,2006-07,22,DEN,NBA,SF,65,65,2486,691,1453,0.476,40,149,0.268,651,1304,0.499,0.489,459,568,0.808,143,248,391,249,77,23,234,203,1881,,1.0,"
Carmelo Anthony
"
4,2007-08,23,DEN,NBA,SF,77,77,2806,728,1481,0.492,58,164,0.354,670,1317,0.509,0.511,464,590,0.786,178,393,571,259,98,39,253,253,1978,,0.0,"
Carmelo Anthony
"
5,2008-09,24,DEN,NBA,SF,66,66,2277,535,1207,0.443,63,170,0.371,472,1037,0.455,0.469,371,468,0.793,106,344,450,222,75,24,199,195,1504,,0.0,"
Carmelo Anthony
"
6,2009-10,25,DEN,NBA,SF,69,69,2634,688,1502,0.458,59,187,0.316,629,1315,0.478,0.478,508,612,0.83,152,302,454,222,88,30,209,225,1943,,0.0,"
Carmelo Anthony
"
7,2010-11,26,TOT,NBA,SF,77,77,2751,684,1503,0.455,95,251,0.378,589,1252,0.47,0.487,507,605,0.838,118,445,563,221,68,46,206,224,1970,,0.0,"
Carmelo Anthony
"
8,2010-11,26,DEN,NBA,SF,50,50,1774,437,967,0.452,42,126,0.333,395,841,0.47,0.474,343,417,0.823,77,305,382,140,43,31,142,134,1259,,0.0,"
Carmelo Anthony
"
9,2010-11,26,NYK,NBA,SF,27,27,977,247,536,0.461,53,125,0.424,194,411,0.472,0.51,164,188,0.872,41,140,181,81,25,15,64,90,711,,0.0,"
Carmelo Anthony
"
10,2011-12,27,NYK,NBA,SF,55,55,1876,441,1025,0.43,68,203,0.335,373,822,0.454,0.463,295,367,0.804,88,256,344,200,62,24,144,156,1245,,1.0,"
Carmelo Anthony
"
11,2012-13,28,NYK,NBA,PF,67,67,2482,669,1489,0.449,157,414,0.379,512,1075,0.476,0.502,425,512,0.83,134,326,460,171,52,32,175,205,1920,,0.0,"
Carmelo Anthony
"
12,2013-14,29,NYK,NBA,PF,77,77,2982,743,1643,0.452,167,415,0.402,576,1228,0.469,0.503,459,541,0.848,145,477,622,242,95,51,198,224,2112,,0.0,"
Carmelo Anthony
"
13,2014-15,30,NYK,NBA,SF,40,40,1428,358,806,0.444,61,179,0.341,297,627,0.474,0.482,189,237,0.797,72,192,264,122,40,17,89,87,966,,0.0,"
Carmelo Anthony
"
14,2015-16,31,NYK,NBA,SF,72,72,2530,567,1307,0.434,105,310,0.339,462,997,0.463,0.474,334,403,0.829,98,458,556,299,62,38,176,180,1573,,0.0,"
Carmelo Anthony
"
15,2016-17,32,NYK,NBA,SF,74,74,2538,602,1389,0.433,151,421,0.359,451,968,0.466,0.488,304,365,0.833,62,376,438,213,60,34,153,198,1659,,0.0,"
Carmelo Anthony
"
16,2017-18,33,OKC,NBA,PF,78,78,2501,472,1168,0.404,169,474,0.357,303,694,0.437,0.476,148,193,0.767,67,386,453,103,47,49,99,197,1261,,0.0,"
Carmelo Anthony
"
17,2018-19,34,HOU,NBA,PF,10,2,294,49,121,0.405,21,64,0.328,28,57,0.491,0.492,15,22,0.682,9,45,54,5,4,7,8,32,134,,0.0,"
Carmelo Anthony
"
18,2019-20,35,POR,NBA,PF,58,58,1902,336,782,0.43,87,226,0.385,249,556,0.448,0.485,136,161,0.845,71,297,368,85,49,27,100,171,895,,0.0,"
Carmelo Anthony
"
19,2020-21,36,POR,NBA,PF,69,3,1690,327,777,0.421,133,325,0.409,194,452,0.429,0.506,137,154,0.89,32,182,214,104,46,38,61,144,924,,0.0,"
Carmelo Anthony
"
20,2021-22,37,LAL,NBA,PF,69,3,1793,319,723,0.441,149,397,0.375,170,326,0.521,0.544,132,159,0.83,62,226,288,68,47,52,59,166,919,,0.0,"
Carmelo Anthony
"
0,2011-12,19,UTA,NBA,C,66,0,874,117,236,0.496,0,1,0.0,117,235,0.498,0.496,70,105,0.667,107,171,278,8,18,23,54,87,304,,,"
Enes Freedom
"
1,2012-13,20,UTA,NBA,C,70,2,1078,206,379,0.544,1,1,1.0,205,378,0.542,0.545,93,117,0.795,135,169,304,31,28,32,101,116,506,,,"
Enes Freedom
"
2,2013-14,21,UTA,NBA,C,80,37,2138,419,853,0.491,0,1,0.0,419,852,0.492,0.491,149,204,0.73,222,376,598,75,28,42,144,230,987,,,"
Enes Freedom
"
3,2014-15,22,TOT,NBA,C,75,74,2135,482,928,0.519,16,45,0.356,466,883,0.528,0.528,183,234,0.782,277,394,671,55,36,29,145,189,1163,,,"
Enes Freedom
"
4,2014-15,22,UTA,NBA,C,49,48,1326,286,582,0.491,13,41,0.317,273,541,0.505,0.503,93,118,0.788,147,237,384,26,23,16,93,114,678,,,"
Enes Freedom
"
5,2014-15,22,OKC,NBA,C,26,26,809,196,346,0.566,3,4,0.75,193,342,0.564,0.571,90,116,0.776,130,157,287,29,13,13,52,75,485,,,"
Enes Freedom
"
6,2015-16,23,OKC,NBA,C,82,1,1721,414,719,0.576,10,21,0.476,404,698,0.579,0.583,200,251,0.797,249,415,664,33,26,33,115,166,1038,,,"
Enes Freedom
"
7,2016-17,24,OKC,NBA,C,72,0,1533,402,737,0.545,5,38,0.132,397,699,0.568,0.549,224,285,0.786,195,287,482,67,32,38,123,154,1033,,,"
Enes Freedom
"
8,2017-18,25,NYK,NBA,C,71,71,1830,422,713,0.592,0,2,0.0,422,711,0.594,0.592,156,184,0.848,273,507,780,105,36,37,122,187,1000,,,"
Enes Freedom
"
9,2018-19,26,TOT,NBA,C,67,31,1640,375,683,0.549,10,34,0.294,365,649,0.562,0.556,155,197,0.787,257,402,659,116,32,26,118,167,915,,,"
Enes Freedom
"
10,2018-19,26,NYK,NBA,C,44,23,1128,251,468,0.536,7,22,0.318,244,446,0.547,0.544,105,129,0.814,171,290,461,84,18,17,79,106,614,,,"
Enes Freedom
"
11,2018-19,26,POR,NBA,C,23,8,512,124,215,0.577,3,12,0.25,121,203,0.596,0.584,50,68,0.735,86,112,198,32,14,9,39,61,301,,,"
Enes Freedom
"
12,2019-20,27,BOS,NBA,C,58,7,983,199,348,0.572,1,7,0.143,198,341,0.581,0.573,70,99,0.707,163,268,431,56,22,41,56,100,469,,,"
Enes Freedom
"
13,2020-21,28,POR,NBA,C,72,35,1758,339,561,0.604,1,4,0.25,338,557,0.607,0.605,127,164,0.774,284,511,795,84,33,48,78,168,806,,,"
Enes Freedom
"
14,2021-22,29,BOS,NBA,C,35,1,411,51,97,0.526,2,5,0.4,49,92,0.533,0.536,24,28,0.857,61,99,160,8,5,14,20,42,128,,,"
Enes Freedom
"
0,2004-05,21,PHI,NBA,SG,82,82,2686,269,546,0.493,47,142,0.331,222,404,0.55,0.536,156,210,0.743,89,375,464,246,138,48,139,204,741,,1.0,"
Andre Iguodala
"
1,2005-06,22,PHI,NBA,SF,82,82,3086,344,688,0.5,56,158,0.354,288,530,0.543,0.541,263,349,0.754,117,364,481,255,135,21,153,198,1007,,0.0,"
Andre Iguodala
"
2,2006-07,23,PHI,NBA,SG,76,76,3062,443,991,0.447,48,155,0.31,395,836,0.472,0.471,452,551,0.82,77,357,434,432,152,33,261,200,1386,,3.0,"
Andre Iguodala
"
3,2007-08,24,PHI,NBA,SF,82,82,3242,582,1277,0.456,101,307,0.329,481,970,0.496,0.495,365,506,0.721,85,361,446,391,171,49,214,187,1630,,0.0,"
Andre Iguodala
"
4,2008-09,25,PHI,NBA,SF,82,82,3269,542,1147,0.473,80,261,0.307,462,886,0.521,0.507,377,521,0.724,92,379,471,434,131,36,222,152,1541,,0.0,"
Andre Iguodala
"
5,2009-10,26,PHI,NBA,SF,82,82,3193,496,1120,0.443,94,303,0.31,402,817,0.492,0.485,315,430,0.733,82,447,529,472,141,55,218,145,1401,,0.0,"
Andre Iguodala
"
6,2010-11,27,PHI,NBA,SF,67,67,2469,338,759,0.445,61,181,0.337,277,578,0.479,0.486,208,300,0.693,61,326,387,422,101,38,138,109,945,,3.0,"
Andre Iguodala
"
7,2011-12,28,PHI,NBA,SF,62,62,2209,287,632,0.454,76,193,0.394,211,439,0.481,0.514,121,196,0.617,56,325,381,339,107,30,115,92,771,,1.0,"
Andre Iguodala
"
8,2012-13,29,DEN,NBA,SG,80,80,2779,396,879,0.451,91,287,0.317,305,592,0.515,0.502,155,270,0.574,82,341,423,433,139,52,206,127,1038,,1.0,"
Andre Iguodala
"
9,2013-14,30,GSW,NBA,SF,63,63,2040,220,458,0.48,62,175,0.354,158,283,0.558,0.548,86,132,0.652,53,240,293,263,95,18,100,103,588,,0.0,"
Andre Iguodala
"
10,2014-15,31,GSW,NBA,SF,77,0,2069,231,496,0.466,74,212,0.349,157,284,0.553,0.54,68,114,0.596,44,213,257,228,89,25,88,100,604,,0.0,"
Andre Iguodala
"
11,2015-16,32,GSW,NBA,SF,65,1,1732,176,368,0.478,54,154,0.351,122,214,0.57,0.552,51,83,0.614,52,211,263,219,73,19,79,102,457,,0.0,"
Andre Iguodala
"
12,2016-17,33,GSW,NBA,SF,76,0,1998,219,415,0.528,64,177,0.362,155,238,0.651,0.605,72,102,0.706,51,253,304,261,76,39,58,97,574,,0.0,"
Andre Iguodala
"
13,2017-18,34,GSW,NBA,SF,64,7,1622,148,320,0.463,33,117,0.282,115,203,0.567,0.514,55,87,0.632,50,196,246,210,54,38,67,99,384,,0.0,"
Andre Iguodala
"
14,2018-19,35,GSW,NBA,SF,68,13,1578,151,302,0.5,48,144,0.333,103,158,0.652,0.579,39,67,0.582,48,204,252,216,61,51,52,95,389,,0.0,"
Andre Iguodala
"
15,2019-20,36,MIA,NBA,SF,21,0,418,38,88,0.432,14,47,0.298,24,41,0.585,0.511,6,15,0.4,17,61,78,51,14,21,26,35,96,,0.0,"
Andre Iguodala
"
16,2020-21,37,MIA,NBA,SF,63,5,1339,95,248,0.383,60,182,0.33,35,66,0.53,0.504,25,38,0.658,38,183,221,142,57,35,67,90,275,,0.0,"
Andre Iguodala
"
17,2021-22,38,GSW,NBA,SF,31,0,603,46,121,0.38,17,74,0.23,29,47,0.617,0.45,15,20,0.75,21,79,100,114,27,22,28,34,124,,0.0,"
Andre Iguodala
"
0,2006-07,20,BOS,NBA,PG,78,25,1831,188,450,0.418,6,29,0.207,182,421,0.432,0.424,119,184,0.647,74,218,292,297,128,8,137,181,501,,0.0,"
Rajon Rondo
"
1,2007-08,21,BOS,NBA,PG,77,77,2306,351,713,0.492,5,19,0.263,346,694,0.499,0.496,107,175,0.611,78,244,322,393,129,13,147,187,814,,0.0,"
Rajon Rondo
"
2,2008-09,22,BOS,NBA,PG,80,80,2642,383,759,0.505,15,48,0.313,368,711,0.518,0.514,172,268,0.642,100,316,416,659,149,11,209,193,953,,2.0,"
Rajon Rondo
"
3,2009-10,23,BOS,NBA,PG,81,81,2963,459,904,0.508,17,80,0.213,442,824,0.536,0.517,175,282,0.621,100,260,360,794,189,11,246,198,1110,,2.0,"
Rajon Rondo
"
4,2010-11,24,BOS,NBA,PG,68,68,2527,318,670,0.475,10,43,0.233,308,627,0.491,0.482,75,132,0.568,87,210,297,760,153,11,234,120,721,,3.0,"
Rajon Rondo
"
